Region,Animal species,Production system,Commodity,Emission Intensity (kg CO2e per kg protein),Production (kg protein),Total GHG emissions (kg CO2e),Total CO2 emissions (kg CO2e),Total CH4 emissions (kg CO2e),Total N2O emissions (kg CO2e),"Feed, CO2 (kg CO2e)","Feed, CH4 (kg CO2e)","Feed: fertilizer & crop residues, N2O (kg CO2e)","Feed: applied & deposited manure, N2O (kg CO2e)","LUC: soy & palm, CO2 (kg CO2e)","LUC: pasture expansion, CO2 (kg CO2e)","Enteric fermentation, CH4 (kg CO2e)","Manure management, CH4 (kg CO2e)","Manure management, N2O (kg CO2e)","Direct energy, CO2 (kg CO2e)","Indirect energy, CO2 (kg CO2e)","Postfarm, CO2 (kg CO2e)"
Russian Federation,Pigs,Industrial systems,Meat,34,220483535,7499458781,5183195924,823822038,1492440819,3305325385,,449597365,228894318,879127718,,345175739,478646300,813949136,333607996,73767222,591367603
Russian Federation,Chicken,Aggregated,Aggregated,17.8,564984327,10043545442,8012143769,297305659,1734096014,4694759566,659184,818388060,366905485,1079100406,,,296646475,548802469,1103712404,100594670,1033976722
Russian Federation,Chicken,Aggregated,Eggs,12.5,238672054,2986200179,2167936265,139957065,678306848,1602748495,505009,297870683,132368334,,,,139452056,248067832,202522994,15985667,346679110
Russian Federation,Chicken,Aggregated,Meat,21.6,326312273,7057345263,5844207504,157348594,1055789165,3092011071,154175,520517377,234537151,1079100406,,,157194419,300734637,901189410,84609004,687297613
Russian Federation,Chicken,Backyard systems,Aggregated,19.3,9579949,184617796,67032906,6593962,110990928,67032906,659184,17366887,13913157,,,,5934778,79710884,,,
Russian Federation,Chicken,Backyard systems,Eggs,17.5,8070862,141125182,51354346,5054959,84715877,51354346,505009,13304919,10636251,,,,4549950,60774706,,,
Russian Federation,Chicken,Backyard systems,Meat,28.8,1509087,43492614,15678559,1539003,26275051,15678559,154175,4061967,3276906,,,,1384827,18936178,,,
Russian Federation,Chicken,Layers,Aggregated,13.3,254486161,3385052578,2515845969,160354421,708852188,1844099560,,338255497,144699579,,,,160354421,225897112,253877772,20647899,397220738
Russian Federation,Chicken,Layers,Eggs,12.3,230601192,2845074996,2116581919,134902105,593590972,1551394149,,284565763,121732083,,,,134902105,187293126,202522994,15985667,346679110
Russian Federation,Chicken,Layers,Meat,22.6,23884969,539977582,399264050,25452315,115261216,292705411,,53689734,22967496,,,,25452315,38603986,51354778,4662233,50541628
Russian Federation,Chicken,Broilers,Aggregated,21.5,300918217,6473875068,5429264894,130357276,914252898,2783627101,,462765676,208292749,1079100406,,,130357276,243194473,849834632,79946771,636755984
Russian Federation,Chicken,Broilers,Meat,21.5,300918217,6473875068,5429264894,130357276,914252898,2783627101,,462765676,208292749,1079100406,,,130357276,243194473,849834632,79946771,636755984
South Asia,Cattle,Aggregated,Aggregated,221.1,3312078805,7.32195E+11,1.11064E+11,4.68174E+11,1.52956E+11,92856590757,,42731786172,71551938890,1492877129,,4.57383E+11,10791235782,38672031461,3618877406,404346467,12691759722
South Asia,Cattle,Aggregated,Milk,140.5,2625152026,3.68743E+11,63874025683,2.24191E+11,80678059406,46789278633,,23345018649,38500767072,1260928420,,2.18628E+11,5562874906,18832273685,3046508205,192331934,12584978492
South Asia,Cattle,Aggregated,Meat,529.1,686926779,3.63451E+11,47190425797,2.43983E+11,72277697117,46067312124,,19386767523,33051171818,231948709,,2.38755E+11,5228360876,19839757776,572369201,212014533,106781230
South Asia,Cattle,Grassland systems,Aggregated,226.2,692656482,1.56653E+11,21747642484,1.00325E+11,34580579236,18344576491,,7874816664,25865994199,,,98087098801,2237773005,839768374,653839035,67304459,2681922499
South Asia,Cattle,Grassland systems,Milk,148.6,551751222,81971932100,12263028228,49215694334,20493209538,9019394396,,4036082628,16060512536,,,48033582992,1182111342,396614374,572233213,26305330,2645095290
South Asia,Cattle,Grassland systems,Meat,530,140905260,74681161427,9484614256,51109177472,14087369699,9325182095,,3838734036,9805481663,,,50053515809,1055661663,443153999,81605822,40999129,36827209
South Asia,Cattle,Mixed systems,Aggregated,219.7,2619422324,5.75542E+11,89316808997,3.6785E+11,1.18375E+11,74512014266,,34856969508,45685944691,1492877129,,3.59296E+11,8553462777,37832263088,2965038371,337042008,10009837223
South Asia,Cattle,Mixed systems,Milk,138.3,2073400804,2.86771E+11,51610997455,1.74976E+11,60184849868,37769884237,,19308936021,22440254536,1260928420,,1.70595E+11,4380763564,18435659311,2474274992,166026604,9939883202
South Asia,Cattle,Mixed systems,Meat,528.9,546021520,2.8877E+11,37705811541,1.92874E+11,58190327419,36742130029,,15548033487,23245690155,231948709,,1.88701E+11,4172699213,19396603777,490763379,171015403,69954021
South Asia,Cattle,Feedlots,Aggregated,0,,,,,,,,,,,,,,,,,
South Asia,Cattle,Feedlots,Meat,0,,,,,,,,,,,,,,,,,
South Asia,Buffaloes,Aggregated,Aggregated,164.7,3517245597,5.79369E+11,99938321643,3.55924E+11,1.23507E+11,64006221131,,41622426030,56311776944,1878364890,,3.48997E+11,6927192412,25572527124,3885814764,153931144,30013989714
South Asia,Buffaloes,Aggregated,Milk,135.7,3096318300,4.20022E+11,82366878810,2.4837E+11,89285165474,47070317748,,27695735393,43040047359,1727325644,,2.43609E+11,4760535294,18549382723,3519978114,85522168,29963735135
South Asia,Buffaloes,Aggregated,Meat,378.6,420927297,1.59347E+11,17571442832,1.07554E+11,34221564624,16935903382,,13926690637,13271729585,151039246,,1.05387E+11,2166657118,7023144402,365836649,68408976,50254579
South Asia,Buffaloes,Grassland systems,Aggregated,176.1,394245439,69436661463,11264102773,44182975488,13989583203,7561673461,,4221612942,8655262445,,,43322515795,860459693,1112707816,370309544,15181170,3316938598
South Asia,Buffaloes,Grassland systems,Milk,145.1,342825540,49733438665,9054331722,30763420246,9915686696,5400474963,,2630416195,6548198531,,,30166551322,596868924,737071971,335345099,8313375,3310198285
South Asia,Buffaloes,Grassland systems,Meat,383.2,51419898,19703222799,2209771050,13419555242,4073896506,2161198498,,1591196747,2107063914,,,13155964473,263590768,375635845,34964444,6867795,6740313
South Asia,Buffaloes,Mixed systems,Aggregated,163.3,3123000159,5.09932E+11,88674218870,3.11741E+11,1.09517E+11,56444547670,,37400813088,47656514499,1878364890,,3.05674E+11,6066732719,24459819308,3515505220,138749974,26697051116
South Asia,Buffaloes,Mixed systems,Milk,134.5,2753492760,3.70288E+11,73312547088,2.17606E+11,79369478778,41669842786,,25065319198,36491848828,1727325644,,2.13443E+11,4163666370,17812310752,3184633015,77208793,26653536850
South Asia,Buffaloes,Mixed systems,Meat,377.9,369507399,1.39644E+11,15361671782,94134498739,30147668117,14774704884,,12335493891,11164665671,151039246,,92231432390,1903066349,6647508556,330872205,61541180,43514266
South Asia,Sheep,Aggregated,Aggregated,270.3,147098746,39764822188,4846418961,27388140061,7530263165,4343724447,,2218088225,5046310679,9349844,,26523406699,864733363,265864261,192430903,131016899,169896868
South Asia,Sheep,Aggregated,Milk,187.4,41441364,7767903025,679058500,5410703247,1678141277,555037225,,269970948,1347573294,,,5280027923,130675324,60597036,653791,96993623,26373861
South Asia,Sheep,Aggregated,Meat,302.8,105657382,31996919163,4167360461,21977436814,5852121888,3788687222,,1948117277,3698737386,9349844,,21243378775,734058039,205267225,191777112,34023276,143523007
South Asia,Sheep,Grassland systems,Aggregated,291.6,53483676,15595653008,1832979543,9713341295,4049332171,1655551343,,869167749,3084814477,5338192,,9434395197,278946098,95349946,52581517,54483392,65025099
South Asia,Sheep,Grassland systems,Milk,232.5,19609128,4558927586,432540630,2865362616,1261024340,376767890,,172852650,1058406012,,,2795353636,70008980,29765678,312694,42639382,12820664
South Asia,Sheep,Grassland systems,Meat,325.8,33874549,11036725422,1400438913,6847978678,2788307831,1278783453,,696315099,2026408465,5338192,,6639041561,208937118,65584267,52268823,11844010,52204435
South Asia,Sheep,Mixed systems,Aggregated,258.2,93615070,24169169179,3013439418,17674798767,3480930994,2688173105,,1348920476,1961496203,4011652,,17089011502,585787265,170514315,139849386,76533507,104871769
South Asia,Sheep,Mixed systems,Milk,147,21832236,3208975438,246517870,2545340631,417116937,178269335,,97118298,289167282,,,2484674287,60666344,30831358,341098,54354241,13553197
South Asia,Sheep,Mixed systems,Meat,292,71782834,20960193741,2766921548,15129458136,3063814057,2509903770,,1251802178,1672328921,4011652,,14604337215,525120921,139682958,139508289,22179266,91318572
South Asia,Goats,Aggregated,Aggregated,159.9,471141051,75333035195,11676523470,51399987532,12256524193,10464920620,,4554710836,6597381707,2203821,,48193840879,3206146654,1104431650,227958255,669977361,311463414
South Asia,Goats,Aggregated,Milk,111.5,280971937,31324270304,5019623732,22061779023,4242867549,4401498836,,1769970827,2032155447,,,20790254253,1271524769,440741274,4530061,559324884,54269952
South Asia,Goats,Aggregated,Meat,231.4,190169114,44008764891,6656899737,29338208510,8013656644,6063421784,,2784740009,4565226259,2203821,,27403586626,1934621884,663690376,223428194,110652477,257193462
South Asia,Goats,Grassland systems,Aggregated,182.4,88291605,16100098309,2292429181,11250127601,2557541527,2026379387,,1028475086,1288282769,1548409,,10619913294,630214307,240783672,59503630,111416064,93581690
South Asia,Goats,Grassland systems,Milk,118.3,47470656,5616089115,789781865,4070638516,755668734,668477064,,316955427,357435466,,,3863927519,206710997,81277841,1004498,85255167,35045135
South Asia,Goats,Grassland systems,Meat,256.8,40820949,10484009194,1502647316,7179489085,1801872793,1357902323,,711519659,930847303,1548409,,6755985776,423503309,159505831,58499132,26160897,58536555
South Asia,Goats,Mixed systems,Aggregated,154.7,382849446,59232936886,9384094289,40149859932,9698982666,8438541232,,3526235750,5309098938,655412,,37573927585,2575932347,863647978,168454625,558561296,217881724
South Asia,Goats,Mixed systems,Milk,110.1,233501281,25708181189,4229841868,17991140507,3487198814,3733021771,,1453015400,1674719981,,,16926326735,1064813772,359463433,3525563,474069717,19224817
South Asia,Goats,Mixed systems,Meat,224.5,149348165,33524755697,5154252421,22158719425,6211783851,4705519461,,2073220350,3634378957,655412,,20647600850,1511118575,504184544,164929062,84491580,198656907
South Asia,Pigs,Aggregated,Meat,75.9,123199897,9352089222,2648732408,4693916375,2009440439,2089200691,974236033,874975436,360354386,310492565,,326380500,3393299842,774110617,56967333,7850124,184221694
South Asia,Pigs,Backyard systems,Meat,67.4,76899051,5186110368,698992838,3292943316,1194174213,694944346,225408501,508863410,157403771,,,238649805,2828885010,527907033,,4048492,
South Asia,Pigs,Intermediate systems,Meat,92.8,33037173,3064957088,1292169349,1135078856,637708883,1005422591,601729645,310879721,161921230,139373115,,67091061,466258150,164907932,17109884,3138722,127125037
South Asia,Pigs,Industrial systems,Meat,83,13263673,1101021766,657570221,265894202,177557343,388833754,147097887,55232306,41029384,171119450,,20639634,98156681,81295653,39857450,662909,57096658
South Asia,Chicken,Aggregated,Aggregated,32.9,2161699775,71049498830,43734217376,2239873853,25075407601,26418407648,915987859,11058998182,8671136318,5016711432,,,1323885993,5345273101,6095856295,377726595,5825515407
South Asia,Chicken,Aggregated,Eggs,25.9,858870201,22231974079,12045989495,1431990957,8753993627,8413286951,673788959,3412881771,2146519416,799716922,,,758201998,3194592441,1159838091,30064402,1643083129
South Asia,Chicken,Aggregated,Meat,37.5,1302829574,48817524751,31688227881,807882896,16321413974,18005120697,242198901,7646116411,6524616902,4216994510,,,565683995,2150680661,4936018204,347662193,4182432278
South Asia,Chicken,Backyard systems,Aggregated,24.7,244999048,6049933005,1399992134,1179183217,3470757653,1399992134,915987859,967034984,295650618,,,,263195357,2208072051,,,
South Asia,Chicken,Backyard systems,Eggs,22.1,202234660,4479179508,1037452544,868329025,2573397939,1037452544,673788959,717450509,219259322,,,,194540066,1636688109,,,
South Asia,Chicken,Backyard systems,Meat,36.7,42764387,1570753497,362539591,310854192,897359714,362539591,242198901,249584475,76391296,,,,68655291,571383943,,,
South Asia,Chicken,Layers,Aggregated,28.8,709559029,20469058658,12665475302,651576142,7152007213,8527410791,,3119442056,2225367841,923894379,,,651576142,1807197315,1354992462,40432703,1818744969
South Asia,Chicken,Layers,Eggs,27,656635540,17752794571,11008536951,563661932,6180595688,7375834407,,2695431262,1927260094,799716922,,,563661932,1557904332,1159838091,30064402,1643083129
South Asia,Chicken,Layers,Meat,51.3,52923489,2716264086,1656938351,87914210,971411525,1151576384,,424010794,298107747,124177457,,,87914210,249292983,195154370,10368301,175661840
South Asia,Chicken,Broilers,Aggregated,36.9,1207141698,44530507168,29668749939,409114494,14452642735,16491004723,,6972521141,6150117859,4092817053,,,409114494,1330003735,4740863833,337293892,4006770438
South Asia,Chicken,Broilers,Meat,36.9,1207141698,44530507168,29668749939,409114494,14452642735,16491004723,,6972521141,6150117859,4092817053,,,409114494,1330003735,4740863833,337293892,4006770438
Sub-Saharan Africa,Cattle,Aggregated,Aggregated,283.8,1082201923,3.07129E+11,6428052334,2.15621E+11,85079369717,2951018940,,2617945088,68507134603,973270228,,2.09437E+11,6184090061,13954290026,724459803,242481457,1536821905
Sub-Saharan Africa,Cattle,Aggregated,Milk,191.3,625458165,1.19626E+11,3715373358,86532379769,29378226599,1355667059,,1173230382,22239360553,496388255,,83738767864,2793611905,5965635664,569257481,41419969,1252640594
Sub-Saharan Africa,Cattle,Aggregated,Meat,410.5,456743758,1.87503E+11,2712678975,1.29089E+11,55701143118,1595351882,,1444714706,46267774050,476881973,,1.25699E+11,3390478156,7988654361,155202323,201061488,284181310
Sub-Saharan Africa,Cattle,Grassland systems,Aggregated,391.8,527468238,2.06678E+11,2329763989,1.38477E+11,65871258433,1236394922,,1214471775,57672997698,,,1.34854E+11,3623060032,6983788961,293199863,86311041,713858163
Sub-Saharan Africa,Cattle,Grassland systems,Milk,236.7,277897779,65790648471,1230152201,45380888162,19179608109,434247853,,421182235,16541069813,,,44044446409,1336441753,2217356060,231482814,8131926,556289607
Sub-Saharan Africa,Cattle,Grassland systems,Meat,564.5,249570459,1.40887E+11,1099611788,93095684851,46691650324,802147069,,793289539,41131927884,,,90809066572,2286618279,4766432900,61717049,78179115,157568556
Sub-Saharan Africa,Cattle,Mixed systems,Aggregated,182,538947221,98094034413,3686100036,75761050389,18646883989,1561326485,,1328188096,10526097669,769179330,,73233906651,2527143738,6792598224,416443843,142293697,796856681
Sub-Saharan Africa,Cattle,Mixed systems,Milk,154.9,347560386,53835331255,2485221157,41151491607,10198618490,921419206,,752048147,5698290740,496388255,,39694321455,1457170152,3748279604,337774667,33288043,696350987
Sub-Saharan Africa,Cattle,Mixed systems,Meat,231.3,191386836,44258703159,1200878879,34609558782,8448265499,639907280,,576139949,4827806930,272791075,,33539585196,1069973586,3044318620,78669176,109005654,100505694
Sub-Saharan Africa,Cattle,Feedlots,Aggregated,149.3,15786463,2357287092,412188308,1383871488,561227295,153297533,,75285218,308039236,204090898,,1349985198,33886291,177902841,14816098,13876718,26107061
Sub-Saharan Africa,Cattle,Feedlots,Meat,149.3,15786463,2357287092,412188308,1383871488,561227295,153297533,,75285218,308039236,204090898,,1349985198,33886291,177902841,14816098,13876718,26107061
Sub-Saharan Africa,Buffaloes,Aggregated,Aggregated,0,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,Buffaloes,Aggregated,Milk,0,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,Buffaloes,Aggregated,Meat,0,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,Buffaloes,Grassland systems,Aggregated,0,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,Buffaloes,Grassland systems,Milk,0,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,Buffaloes,Grassland systems,Meat,0,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,Buffaloes,Mixed systems,Aggregated,0,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,Buffaloes,Mixed systems,Milk,0,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,Buffaloes,Mixed systems,Meat,0,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,Sheep,Aggregated,Aggregated,186.5,179273596,33438520437,1013633338,23525018842,8899868256,536522395,,380054039,8189733417,,,22699204940,825813902,330080800,115634856,104644498,256831589
Sub-Saharan Africa,Sheep,Aggregated,Milk,140.3,55320788,7759180998,252039122,5185445579,2321696297,159549969,,82272788,2181627452,,,5013154775,172290804,57796056,877575,71556721,20054856
Sub-Saharan Africa,Sheep,Aggregated,Meat,207.2,123952808,25679339439,761594216,18339573263,6578171960,376972426,,297781251,6008105965,,,17686050165,653523098,272284744,114757281,33087777,236776732
Sub-Saharan Africa,Sheep,Grassland systems,Aggregated,194,105732190,20509489386,674825635,13123704199,6710959552,400993758,,207248079,6342299139,,,12680814234,442889965,161412333,59469226,65655758,148706894
Sub-Saharan Africa,Sheep,Grassland systems,Milk,145.9,39776557,5801966993,208323447,3591088052,2002555494,151346552,,66123862,1901827191,,,3474354489,116733563,34604441,563309,48252018,8161568
Sub-Saharan Africa,Sheep,Grassland systems,Meat,223,65955634,14707522393,466502188,9532616147,4708404058,249647206,,141124218,4440471949,,,9206459745,326156402,126807892,58905916,17403740,140545326
Sub-Saharan Africa,Sheep,Mixed systems,Aggregated,175.8,73541406,12929031051,338807703,10401314643,2188908705,135528638,,172805960,1847434278,,,10018390706,382923937,168668468,56165630,38988740,108124694
Sub-Saharan Africa,Sheep,Mixed systems,Milk,125.9,15544232,1957214005,43715675,1594357528,319140803,8203417,,16148926,279800262,,,1538800286,55557241,23191615,314266,23304703,11893288
Sub-Saharan Africa,Sheep,Mixed systems,Meat,189.2,57997174,10971817046,295092028,8806957116,1869767902,127325221,,156657033,1567634016,,,8479590420,327366696,145476853,55851365,15684037,96231406
Sub-Saharan Africa,Goats,Aggregated,Aggregated,230.9,206393291,47666056088,1113098928,34971201955,11581755204,603945320,,474113330,10648398507,,,33756012462,1215189494,459243368,130699128,145356583,233097897
Sub-Saharan Africa,Goats,Aggregated,Milk,144.5,79739765,11523094758,299973419,7684463304,3538658035,179217821,,96416390,3353457808,,,7433655424,250807880,88783837,978037,87502855,32274706
Sub-Saharan Africa,Goats,Aggregated,Meat,285.4,126653526,36142961330,813125510,27286738651,8043097169,424727499,,377696940,7294940699,,,26322357037,964381614,370459531,129721091,57853728,200823191
Sub-Saharan Africa,Goats,Grassland systems,Aggregated,246.5,108164125,26659374426,646413974,18036040519,7976919933,413301953,,216971581,7537350357,,,17420816071,615224447,222597996,48041170,73695781,111375070
Sub-Saharan Africa,Goats,Grassland systems,Milk,162.3,48425577,7859864841,223198517,4695015127,2941651197,162967418,,66273041,2826106576,,,4543454617,151560510,49271581,553820,48333737,11343542
Sub-Saharan Africa,Goats,Grassland systems,Meat,314.7,59738548,18799509585,423215457,13341025392,5035268736,250334535,,150698541,4711243781,,,12877361454,463663937,173326415,47487350,25362044,100031528
Sub-Saharan Africa,Goats,Mixed systems,Aggregated,213.9,98229166,21006681662,466684955,16935161437,3604835271,190643367,,257141749,3111048150,,,16335196390,599965046,236645372,82657958,71660802,121722827
Sub-Saharan Africa,Goats,Mixed systems,Milk,117,31314188,3663229917,76774902,2989448177,597006838,16250403,,30143349,527351232,,,2890200807,99247370,39512257,424217,39169118,20931164
Sub-Saharan Africa,Goats,Mixed systems,Meat,259.2,66914978,17343451745,389910053,13945713259,3007828433,174392964,,226998399,2583696918,,,13444995583,500717676,197133116,82233741,32491685,100791663
Sub-Saharan Africa,Pigs,Aggregated,Meat,54.1,229929188,12431774871,3057058186,6730033466,2644683219,2393451351,556544146,707473065,601593698,234502704,,686922757,5486566563,1335616456,127978355,10815580,290310197
Sub-Saharan Africa,Pigs,Backyard systems,Meat,55.8,130224442,7266904190,167910207,5813930260,1285063723,159746463,110896226,377497441,126446067,,,491981526,5211052508,781120214,,8163744,
Sub-Saharan Africa,Pigs,Intermediate systems,Meat,52.5,43572965,2286484507,1119836638,487281892,679365978,922234924,243147744,140043513,227918225,92639331,,108422703,135711445,311404240,22566349,1671559,80724475
Sub-Saharan Africa,Pigs,Industrial systems,Meat,51.3,56131781,2878386174,1769311341,428821315,680253518,1311469964,202500176,189932110,247229406,141863373,,86518529,139802610,243092002,105412006,980277,209585721
Sub-Saharan Africa,Chicken,Aggregated,Aggregated,33.5,454659722,15230376930,9886821294,596838621,4746717015,3948085254,181906482,1102491935,1460263833,3998689885,,,414932139,2183961248,964480637,79368816,896196703
Sub-Saharan Africa,Chicken,Aggregated,Eggs,24.9,172824858,4304614653,1869542019,336958318,2098114315,1163989346,110695240,431618215,419058412,383785543,,,226263078,1247437688,129737890,3303063,188726176
Sub-Saharan Africa,Chicken,Aggregated,Meat,38.8,281834864,10925762278,8017279275,259880302,2648602700,2784095908,71211242,670873720,1041205420,3614904342,,,188669060,936523560,834742747,76065752,707470526
Sub-Saharan Africa,Chicken,Backyard systems,Aggregated,26.3,101626842,2675134270,172348407,379646330,2123139533,172348407,181906482,348394944,88614529,,,,197739848,1686130060,,,
Sub-Saharan Africa,Chicken,Backyard systems,Eggs,26.4,63895181,1689380037,107587514,232452579,1349339944,107587514,110695240,216845685,56419648,,,,121757339,1076074611,,,
Sub-Saharan Africa,Chicken,Backyard systems,Meat,26.1,37731661,985754233,64760893,147193752,773799589,64760893,71211242,131549259,32194881,,,,75982509,610055449,,,
Sub-Saharan Africa,Chicken,Layers,Aggregated,26.3,130311545,3426577685,2318554724,135919359,972103602,1374672571,,279182375,470810642,497816888,,,135919359,222110585,188899652,6469809,250695804
Sub-Saharan Africa,Chicken,Layers,Eggs,24,108929677,2615234616,1761954505,104505739,748774372,1056401832,,214772530,362638764,383785543,,,104505739,171363078,129737890,3303063,188726176
Sub-Saharan Africa,Chicken,Layers,Meat,37.9,21381868,811343069,556600219,31413620,223329231,318270739,,64409845,108171878,114031345,,,31413620,50747507,59161761,3166746,61969628
Sub-Saharan Africa,Chicken,Broilers,Aggregated,41,222721336,9128664975,7395918164,81272931,1651473880,2401064276,,474914615,900838661,3500872997,,,81272931,275720603,775580985,72899007,645500899
Sub-Saharan Africa,Chicken,Broilers,Meat,41,222721336,9128664975,7395918164,81272931,1651473880,2401064276,,474914615,900838661,3500872997,,,81272931,275720603,775580985,72899007,645500899
Western Europe,Cattle,Aggregated,Aggregated,64.3,5542164596,3.56219E+11,83815442235,1.81745E+11,90658855034,39537897334,,26171974038,50393112629,12733996511,,1.56614E+11,25131445218,14093768368,8578444329,3829345110,19135758953
Western Europe,Cattle,Aggregated,Milk,47.2,4370711490,2.06301E+11,52881766139,1.05763E+11,47656507870,20692049027,,13627247159,26185786270,5812131399,,88879591622,16883450905,7843474441,7345394126,1059850319,17972341267
Western Europe,Cattle,Aggregated,Meat,128,1171453106,1.49918E+11,30933676097,75981969915,43002347164,18845848306,,12544726879,24207326359,6921865112,,67733975601,8247994313,6250293927,1233050203,2769494790,1163417686
Western Europe,Cattle,Grassland systems,Aggregated,66.5,1808417480,1.2031E+11,25814399188,60564067649,33931888916,13118367397,,9274824838,20214312699,2670063197,,52894586068,7669481581,4442751378,2785726563,1169677213,6070564818
Western Europe,Cattle,Grassland systems,Milk,47,1410055324,66214305724,16015945776,33257953997,16940405951,6549196860,,4498088899,10018484097,1128397031,,28187120577,5070833421,2423832955,2371341641,300928597,5666081647
Western Europe,Cattle,Grassland systems,Meat,135.8,398362156,54096050029,9798453412,27306113652,16991482965,6569170537,,4776735939,10195828603,1541666166,,24707465491,2598648161,2018918423,414384922,868748616,404483171
Western Europe,Cattle,Mixed systems,Aggregated,63.2,3727972634,2.35437E+11,57849873303,1.20977E+11,56609472545,26338213047,,16864122040,30146350844,10020677167,,1.03525E+11,17451743668,9598999662,5781619130,2651954943,13057409015
Western Europe,Cattle,Mixed systems,Milk,47.3,2960656166,1.40087E+11,36865820363,72505088530,30716101919,14142852167,,9129158259,16167302173,4683734368,,60692471045,11812617484,5419641486,4974052485,758921723,12306259620
Western Europe,Cattle,Mixed systems,Meat,124.3,767316468,95349493276,20984052940,48472069710,25893370626,12195360880,,7734963780,13979048671,5336942799,,42832943526,5639126184,4179358175,807566645,1893033220,751149395
Western Europe,Cattle,Feedlots,Aggregated,81.8,5774482,472449871,151169745,203786553,117493573,81316889,,33027160,32449085,43256147,,193566584,10219969,52017328,11098636,7712953,7785120
Western Europe,Cattle,Feedlots,Meat,81.8,5774482,472449871,151169745,203786553,117493573,81316889,,33027160,32449085,43256147,,193566584,10219969,52017328,11098636,7712953,7785120
Western Europe,Buffaloes,Aggregated,Aggregated,71.4,21266690,1519064364,410810309,781897847,326356207,225452393,,99480233,130016031,98178329,,702896031,79001816,96859943,22681376,5031476,59466735
Western Europe,Buffaloes,Aggregated,Milk,69.8,17523512,1223100428,327960528,635244327,259895572,176542299,,78139220,103574360,73438197,,570390832,64853495,78181992,21960540,823813,55195679
Western Europe,Buffaloes,Aggregated,Meat,79.1,3743178,295963936,82849781,146653520,66460635,48910094,,21341013,26441671,24740132,,132505199,14148321,18677951,720836,4207662,4271056
Western Europe,Buffaloes,Grassland systems,Aggregated,72.2,6413827,463089380,131770006,233217174,98102200,76160898,,33636730,35253537,29609563,,211986607,21230567,29211933,6725919,1339037,17934589
Western Europe,Buffaloes,Grassland systems,Milk,70.6,5284921,373288883,105468733,189452741,78367409,59942652,,26553848,28234701,22148194,,172024327,17428413,23578860,6512163,219243,16646480
Western Europe,Buffaloes,Grassland systems,Meat,79.5,1128906,89800497,26301273,43764433,19734791,16218246,,7082881,7018837,7461368,,39962279,3802154,5633073,213756,1119794,1288109
Western Europe,Buffaloes,Mixed systems,Aggregated,71.1,14852863,1055974984,279040303,548680673,228254007,149291495,,65843503,94762494,68568767,,490909425,57771249,67648009,15955457,3692439,41532146
Western Europe,Buffaloes,Mixed systems,Milk,69.4,12238591,849811545,222491795,445791586,181528163,116599647,,51585372,75339659,51290002,,398366505,47425081,54603132,15448377,604570,38549199
Western Europe,Buffaloes,Mixed systems,Meat,78.9,2614272,206163438,56548508,102889087,46725844,32691848,,14258132,19422835,17278764,,92542920,10346167,13044877,507080,3087868,2982947
Western Europe,Sheep,Aggregated,Aggregated,95.5,276535483,26414437202,4837418982,15611138331,5965879889,2866589539,,2052625888,3674905393,367317194,,15128265452,482872879,238348607,542307956,525579534,535624760
Western Europe,Sheep,Aggregated,Milk,69.8,95555385,6673359442,1300000244,4320314733,1053044465,677583296,,351466264,627754227,194265300,,4180066323,140248410,73823974,11828982,324874272,91448395
Western Europe,Sheep,Aggregated,Meat,109.1,180980098,19741077760,3537418737,11290823598,4912835424,2189006243,,1701159624,3047151166,173051894,,10948199130,342624469,164524633,530478974,200705262,444176364
Western Europe,Sheep,Grassland systems,Aggregated,107.4,100081391,10751010492,2042902899,5984981983,2723125610,1296730882,,992391792,1643056364,117213355,,5818330068,166651914,87677453,250862120,169954392,208142150
Western Europe,Sheep,Grassland systems,Milk,71.9,27759523,1996596296,388447701,1261824647,346323948,209952487,,109781121,214282517,55463136,,1224097946,37726701,22260310,3507563,92929226,26595289
Western Europe,Sheep,Grassland systems,Meat,121,72321868,8754414196,1654455198,4723157336,2376801662,1086778395,,882610671,1428773847,61750219,,4594232122,128925213,65417143,247354557,77025166,181546861
Western Europe,Sheep,Mixed systems,Aggregated,88.8,176454093,15663426710,2794516082,9626156349,3242754279,1569858656,,1060234096,2031849029,250103839,,9309935384,316220965,150671154,291445836,355625142,327482610
Western Europe,Sheep,Mixed systems,Milk,69,67795863,4676763146,911552543,3058490086,706720517,467630809,,241685143,413471710,138802164,,2955968377,102521709,51563664,8321419,231945046,64853106
Western Europe,Sheep,Mixed systems,Meat,101.1,108658230,10986663564,1882963539,6567666263,2536033762,1102227847,,818548953,1618377319,111301675,,6353967007,213699256,99107490,283124417,123680097,262629503
Western Europe,Goats,Aggregated,Aggregated,64,68396925,4375013431,870109217,2763705624,741198590,410558714,,228705541,441180570,122382299,,2672228445,91477179,71312478,15410255,198332250,123425698
